Id,Label,timeset,nodecolor-multimode,modularity_class,Degree,Year
Daniel A. Oliver,Daniel A. Oliver,"<[1830.0, 1895.0]>",blue,1,1,
Francis Whitbeck,Francis Whitbeck,"<[1830.0, 1895.0]>",blue,1,1,
Francis Cobus,Francis Cobus,"<[1830.0, 1895.0]>",blue,1,1,
Alexander Welch,Alexander Welch,"<[1830.0, 1895.0]>",blue,1,1,
A. James,A. James,"<[1830.0, 1895.0]>",blue,1,1,
Isaac Hornbeck,Isaac Hornbeck,"<[1830.0, 1895.0]>",blue,1,1,
John Tribble,John Tribble,"<[1830.0, 1895.0]>",blue,1,1,
Caroline Jones,Caroline Jones,"<[1830.0, 1895.0]>",blue,1,1,
Constantin,Constantin,"<[1830.0, 1895.0]>",blue,1,1,
Peter P. Feler,Peter P. Feler,"<[1830.0, 1895.0]>",blue,1,1,
Samuel Serrington,Samuel Serrington,"<[1830.0, 1895.0]>",blue,1,1,
Robert H. Johnson,Robert H. Johnson,"<[1830.0, 1895.0]>",blue,1,1,
Simon Jackson,Simon Jackson,"<[1830.0, 1895.0]>",blue,1,1,
Nicholas Hemous,Nicholas Hemous,"<[1830.0, 1895.0]>",blue,1,1,
Powel,Powel,"<[1830.0, 1895.0]>",blue,1,1,
R. Thompson,R. Thompson,"<[1830.0, 1895.0]>",blue,1,1,
Serrington,Serrington,"<[1830.0, 1895.0]>",blue,1,1,
James Mccune,James Mccune,"<[1830.0, 1895.0]>",blue,1,1,
Wm. P. Powell,Wm. P. Powell,"<[1830.0, 1895.0]>",blue,1,1,
Reuben Murray,Reuben Murray,"<[1830.0, 1895.0]>",blue,1,1,
Francis Simpson,Francis Simpson,"<[1830.0, 1895.0]>",blue,1,1,
G.B. Moreton,G.B. Moreton,"<[1830.0, 1895.0]>",blue,1,1,
E. George,E. George,"<[1830.0, 1895.0]>",blue,1,1,
Wm. Begget,Wm. Begget,"<[1830.0, 1895.0]>",blue,1,1,
W. Gordon,W. Gordon,"<[1830.0, 1895.0]>",blue,1,2,
R. Livingston,R. Livingston,"<[1830.0, 1895.0]>",blue,1,1,
L.D. Beckett,L.D. Beckett,"<[1830.0, 1895.0]>",blue,1,1,
Carrasol,Carrasol,"<[1830.0, 1895.0]>",blue,1,1,
John H. Smothers,John H. Smothers,"<[1830.0, 1895.0]>",blue,1,1,
Thomas Whitbeck,Thomas Whitbeck,"<[1830.0, 1895.0]>",blue,1,1,
Samuel Serringson,Samuel Serringson,"<[1830.0, 1895.0]>",blue,1,1,
C. F. Selden,C. F. Selden,"<[1830.0, 1895.0]>",blue,1,1,
H.J.M. Rogers,H.J.M. Rogers,"<[1830.0, 1895.0]>",blue,1,1,
W. P. Powell,W. P. Powell,"<[1830.0, 1895.0]>",blue,1,1,
P. Powell,P. Powell,"<[1830.0, 1895.0]>",blue,1,1,
Messrs,Messrs,"<[1830.0, 1895.0]>",blue,1,1,
J. Mccune Smith,J. Mccune Smith,"<[1830.0, 1895.0]>",blue,17,5,
P. Powel,P. Powel,"<[1830.0, 1895.0]>",blue,1,1,
Lyceums,Lyceums,"<[1830.0, 1895.0]>",blue,1,1,
H. H.,H. H.,"<[1830.0, 1895.0]>",blue,1,1,
Moreton,Moreton,"<[1830.0, 1895.0]>",blue,1,1,
R. Johnson,R. Johnson,"<[1830.0, 1895.0]>",blue,22,3,
Theodore St. Wright,Theodore St. Wright,"<[1830.0, 1895.0]>",blue,1,1,
Theodore Sedgwick Wright,Theodore Sedgwick Wright,"<[1830.0, 1895.0]>",blue,1,1,
1844.NY-09.18.SCHE-Report.txt,1844.NY-09.18.SCHE-Report.txt,"<[1844.0, 1844.0]>",red,3,22,1844
Anthony,Anthony,"<[1830.0, 1895.0]>",blue,21,2,
Sedgwick Wright,Sedgwick Wright,"<[1830.0, 1895.0]>",blue,3,1,
Jeremiah Powers,Jeremiah Powers,"<[1830.0, 1895.0]>",blue,15,2,
James M'Cune Smith,James M'Cune Smith,"<[1830.0, 1895.0]>",blue,3,2,
Bouck,Bouck,"<[1830.0, 1895.0]>",blue,3,1,
Ulysses B. Vidal,Ulysses B. Vidal,"<[1830.0, 1895.0]>",blue,3,2,
V.,V.,"<[1830.0, 1895.0]>",blue,3,1,
Moulton,Moulton,"<[1830.0, 1895.0]>",blue,3,1,
J. M'Cune Smith,J. M'Cune Smith,"<[1830.0, 1895.0]>",blue,3,1,
Rich,Rich,"<[1830.0, 1895.0]>",blue,3,5,
U. B. Vidal,U. B. Vidal,"<[1830.0, 1895.0]>",blue,3,1,
W. B. Powell,W. B. Powell,"<[1830.0, 1895.0]>",blue,3,1,
1845.NY-09.08.GENE.txt,1845.NY-09.08.GENE.txt,"<[1845.0, 1845.0]>",red,0,16,1845
H. K. Thomas,H. K. Thomas,"<[1830.0, 1895.0]>",blue,0,1,
T. E. Grant,T. E. Grant,"<[1830.0, 1895.0]>",blue,0,1,
William W. Brown,William W. Brown,"<[1830.0, 1895.0]>",blue,0,4,
Wm. H. Seward,Wm. H. Seward,"<[1830.0, 1895.0]>",blue,0,2,
William H. Seward,William H. Seward,"<[1830.0, 1895.0]>",blue,17,6,
Wm. W. Brown,Wm. W. Brown,"<[1830.0, 1895.0]>",blue,0,3,
Burgess,Burgess,"<[1830.0, 1895.0]>",blue,0,1,
Charles Miner,Charles Miner,"<[1830.0, 1895.0]>",blue,0,1,
Clark,Clark,"<[1830.0, 1895.0]>",blue,7,11,
Martindale,Martindale,"<[1830.0, 1895.0]>",blue,0,1,
1847.NY-11.06.TROY.txt,1847.NY-11.06.TROY.txt,"<[1847.0, 1847.0]>",red,15,262,1847
J. C. Kneeland,J. C. Kneeland,"<[1830.0, 1895.0]>",blue,15,1,
Peyton Harris,Peyton Harris,"<[1830.0, 1895.0]>",blue,21,3,
Wm. C. Nell,Wm. C. Nell,"<[1830.0, 1895.0]>",blue,11,5,
Charles Seth,Charles Seth,"<[1830.0, 1895.0]>",blue,15,1,
John Spence,John Spence,"<[1830.0, 1895.0]>",blue,15,1,
Henry Morton,Henry Morton,"<[1830.0, 1895.0]>",blue,15,1,
James H. Gardner,James H. Gardner,"<[1830.0, 1895.0]>",blue,15,1,
L. Harper,L. Harper,"<[1830.0, 1895.0]>",blue,17,2,
James H. Davis,James H. Davis,"<[1830.0, 1895.0]>",blue,16,2,
Wiliam S. Baltimore,Wiliam S. Baltimore,"<[1830.0, 1895.0]>",blue,15,1,
Littleton Becket,Littleton Becket,"<[1830.0, 1895.0]>",blue,15,1,
William G. Allen,William G. Allen,"<[1830.0, 1895.0]>",blue,15,2,
Henry Brister,Henry Brister,"<[1830.0, 1895.0]>",blue,15,1,
Griffin Griffins,Griffin Griffins,"<[1830.0, 1895.0]>",blue,15,1,
Enoch Moore,Enoch Moore,"<[1830.0, 1895.0]>",blue,15,2,
William H,William H,"<[1830.0, 1895.0]>",blue,15,1,
Topp,Topp,"<[1830.0, 1895.0]>",blue,12,4,
Stephen Woods,Stephen Woods,"<[1830.0, 1895.0]>",blue,15,1,
John Harrison,John Harrison,"<[1830.0, 1895.0]>",blue,15,1,
George B. Wilson,George B. Wilson,"<[1830.0, 1895.0]>",blue,15,1,
Benjamin Cutter,Benjamin Cutter,"<[1830.0, 1895.0]>",blue,15,1,
Abraham Caldwell,Abraham Caldwell,"<[1830.0, 1895.0]>",blue,15,1,
A. Hooper,A. Hooper,"<[1830.0, 1895.0]>",blue,15,1,
P. Farnum,P. Farnum,"<[1830.0, 1895.0]>",blue,15,1,
Wm. Warren,Wm. Warren,"<[1830.0, 1895.0]>",blue,15,1,
George Haggimore,George Haggimore,"<[1830.0, 1895.0]>",blue,15,1,
Samuel Van Wranken,Samuel Van Wranken,"<[1830.0, 1895.0]>",blue,15,1,
John Lyle,John Lyle,"<[1830.0, 1895.0]>",blue,17,2,
Willis A. Hodges,Willis A. Hodges,"<[1830.0, 1895.0]>",blue,15,1,
Thomas Van Rensselaer,Thomas Van Rensselaer,"<[1830.0, 1895.0]>",blue,15,1,
Moses A. Jackson,Moses A. Jackson,"<[1830.0, 1895.0]>",blue,15,1,
Wm. P. Mcintyre,Wm. P. Mcintyre,"<[1830.0, 1895.0]>",blue,15,2,
Lewis Jackson,Lewis Jackson,"<[1830.0, 1895.0]>",blue,16,2,
Williams Meads,Williams Meads,"<[1830.0, 1895.0]>",blue,15,1,
R. D. Kenny,R. D. Kenny,"<[1830.0, 1895.0]>",blue,16,2,
James Blair Webb,James Blair Webb,"<[1830.0, 1895.0]>",blue,15,1,
Charles Van Hoosen,Charles Van Hoosen,"<[1830.0, 1895.0]>",blue,15,1,
William C. Nell,William C. Nell,"<[1830.0, 1895.0]>",blue,11,4,
Benjamin Weeden,Benjamin Weeden,"<[1830.0, 1895.0]>",blue,15,1,
Henry Watson,Henry Watson,"<[1830.0, 1895.0]>",blue,15,1,
Leonard Collins,Leonard Collins,"<[1830.0, 1895.0]>",blue,14,2,
Charles C. Seth,Charles C. Seth,"<[1830.0, 1895.0]>",blue,15,1,
James Mars,James Mars,"<[1830.0, 1895.0]>",blue,15,1,
Samuel Smith,Samuel Smith,"<[1830.0, 1895.0]>",blue,15,1,
P. I. Schuyler,P. I. Schuyler,"<[1830.0, 1895.0]>",blue,15,1,
Thomas Thomas,Thomas Thomas,"<[1830.0, 1895.0]>",blue,15,1,
Martin Thomas,Martin Thomas,"<[1830.0, 1895.0]>",blue,15,1,
Z. P. Purnell,Z. P. Purnell,"<[1830.0, 1895.0]>",blue,15,1,
Ames G. Beman,Ames G. Beman,"<[1830.0, 1895.0]>",blue,15,1,
Peter G. Smith,Peter G. Smith,"<[1830.0, 1895.0]>",blue,15,1,
Lewis Hayden,Lewis Hayden,"<[1830.0, 1895.0]>",blue,11,4,
J. Billings,J. Billings,"<[1830.0, 1895.0]>",blue,15,1,
Samuel B. Hyers,Samuel B. Hyers,"<[1830.0, 1895.0]>",blue,15,1,
H. Topp,H. Topp,"<[1830.0, 1895.0]>",blue,12,3,
Wm. P. Mcintrye,Wm. P. Mcintrye,"<[1830.0, 1895.0]>",blue,15,1,
L. Collins,L. Collins,"<[1830.0, 1895.0]>",blue,14,2,
Van Rensselaer,Van Rensselaer,"<[1830.0, 1895.0]>",blue,5,2,
R. D. Jenny,R. D. Jenny,"<[1830.0, 1895.0]>",blue,15,1,
J. Mc.Smith,J. Mc.Smith,"<[1830.0, 1895.0]>",blue,15,1,
S. Baltimore,S. Baltimore,"<[1830.0, 1895.0]>",blue,23,2,
W. C. Nell,W. C. Nell,"<[1830.0, 1895.0]>",blue,11,3,
Seth,Seth,"<[1830.0, 1895.0]>",blue,15,2,
J.Mccune Smith,J.Mccune Smith,"<[1830.0, 1895.0]>",blue,15,1,
Wm H. Topp,Wm H. Topp,"<[1830.0, 1895.0]>",blue,15,2,
G.B. Wilson,G.B. Wilson,"<[1830.0, 1895.0]>",blue,15,1,
P.G. Smith,P.G. Smith,"<[1830.0, 1895.0]>",blue,15,1,
George Wilson,George Wilson,"<[1830.0, 1895.0]>",blue,15,1,
J. Mc,J. Mc,"<[1830.0, 1895.0]>",blue,15,1,
Cune Smith,Cune Smith,"<[1830.0, 1895.0]>",blue,15,1,
Lyall,Lyall,"<[1830.0, 1895.0]>",blue,15,1,
C.,C.,"<[1830.0, 1895.0]>",blue,15,1,
E. N. Hall,E. N. Hall,"<[1830.0, 1895.0]>",blue,15,2,
Leonard Coliins,Leonard Coliins,"<[1830.0, 1895.0]>",blue,15,1,
J. M. C. Smith,J. M. C. Smith,"<[1830.0, 1895.0]>",blue,15,1,
R. D. Kenney,R. D. Kenney,"<[1830.0, 1895.0]>",blue,15,1,
John C Spence,John C Spence,"<[1830.0, 1895.0]>",blue,15,1,
Harper,Harper,"<[1830.0, 1895.0]>",blue,19,5,
Geo W Gordon,Geo W Gordon,"<[1830.0, 1895.0]>",blue,15,1,
James H Henderson,James H Henderson,"<[1830.0, 1895.0]>",blue,15,1,
Geo Haggimore,Geo Haggimore,"<[1830.0, 1895.0]>",blue,15,1,
Geo H Baltimore,Geo H Baltimore,"<[1830.0, 1895.0]>",blue,15,1,
Henty Brister,Henty Brister,"<[1830.0, 1895.0]>",blue,15,1,
Griffen Griffin,Griffen Griffin,"<[1830.0, 1895.0]>",blue,15,1,
Leollard Collins,Leollard Collins,"<[1830.0, 1895.0]>",blue,15,1,
Chas C Seth,Chas C Seth,"<[1830.0, 1895.0]>",blue,15,1,
J Schuyler,J Schuyler,"<[1830.0, 1895.0]>",blue,15,1,
J W Pennington,J W Pennington,"<[1830.0, 1895.0]>",blue,15,1,
Samuel B Hyers,Samuel B Hyers,"<[1830.0, 1895.0]>",blue,15,1,
Willis A Hodges,Willis A Hodges,"<[1830.0, 1895.0]>",blue,15,1,
Thos Van Rensselaer,Thos Van Rensselaer,"<[1830.0, 1895.0]>",blue,15,1,
Mosel A Jackson,Mosel A Jackson,"<[1830.0, 1895.0]>",blue,15,1,
Nell,Nell,"<[1830.0, 1895.0]>",blue,11,5,
Amos Gerry Beman,Amos Gerry Beman,"<[1830.0, 1895.0]>",blue,15,4,
B. Weeden,B. Weeden,"<[1830.0, 1895.0]>",blue,15,1,
Van Rensseiaer,Van Rensseiaer,"<[1830.0, 1895.0]>",blue,15,1,
T. Van Rensselaer,T. Van Rensselaer,"<[1830.0, 1895.0]>",blue,15,1,
William S Baltimore,William S Baltimore,"<[1830.0, 1895.0]>",blue,15,1,
Chas B Ray,Chas B Ray,"<[1830.0, 1895.0]>",blue,15,1,
Griffen Griffins,Griffen Griffins,"<[1830.0, 1895.0]>",blue,15,1,
William H Topp,William H Topp,"<[1830.0, 1895.0]>",blue,15,1,
John Harrisson,John Harrisson,"<[1830.0, 1895.0]>",blue,15,1,
William Meads,William Meads,"<[1830.0, 1895.0]>",blue,15,1,
Geo B Wilson,Geo B Wilson,"<[1830.0, 1895.0]>",blue,15,1,
Jamcs Mccunc Smith,Jamcs Mccunc Smith,"<[1830.0, 1895.0]>",blue,15,1,
Purnell,Purnell,"<[1830.0, 1895.0]>",blue,15,1,
Henry H Gamet,Henry H Gamet,"<[1830.0, 1895.0]>",blue,15,1,
H W Johnson,H W Johnson,"<[1830.0, 1895.0]>",blue,15,1,
John Lyles,John Lyles,"<[1830.0, 1895.0]>",blue,15,1,
Thos Van Renselaer,Thos Van Renselaer,"<[1830.0, 1895.0]>",blue,15,1,
Kenny,Kenny,"<[1830.0, 1895.0]>",blue,15,1,
Chas Van Hoosen,Chas Van Hoosen,"<[1830.0, 1895.0]>",blue,15,1,
Wm W. Brown,Wm W. Brown,"<[1830.0, 1895.0]>",blue,15,1,
Amos G Beman,Amos G Beman,"<[1830.0, 1895.0]>",blue,15,1,
L. Hayden,L. Hayden,"<[1830.0, 1895.0]>",blue,15,1,
Henderson,Henderson,"<[1830.0, 1895.0]>",blue,17,2,
Hyers,Hyers,"<[1830.0, 1895.0]>",blue,15,1,
Weeden,Weeden,"<[1830.0, 1895.0]>",blue,15,1,
Henry Highland Garnet,Henry Highland Garnet,"<[1830.0, 1895.0]>",blue,15,2,
G Beman,G Beman,"<[1830.0, 1895.0]>",blue,15,1,
William H.Topp,William H.Topp,"<[1830.0, 1895.0]>",blue,15,1,
Moses Jackson,Moses Jackson,"<[1830.0, 1895.0]>",blue,15,1,
William A. Tyson,William A. Tyson,"<[1830.0, 1895.0]>",blue,15,1,
George T. Downing,George T. Downing,"<[1830.0, 1895.0]>",blue,15,6,
Albro Lyons,Albro Lyons,"<[1830.0, 1895.0]>",blue,15,1,
N. B. Vidal,N. B. Vidal,"<[1830.0, 1895.0]>",blue,15,1,
Christopher Rush,Christopher Rush,"<[1830.0, 1895.0]>",blue,15,1,
E. V. Clark,E. V. Clark,"<[1830.0, 1895.0]>",blue,12,3,
William Douglass,William Douglass,"<[1830.0, 1895.0]>",blue,16,3,
Kenney,Kenney,"<[1830.0, 1895.0]>",blue,12,2,
M. A. Jackson,M. A. Jackson,"<[1830.0, 1895.0]>",blue,15,1,
M. Sumner,M. Sumner,"<[1830.0, 1895.0]>",blue,15,1,
Alex. Thuey,Alex. Thuey,"<[1830.0, 1895.0]>",blue,15,1,
Robert Barks,Robert Barks,"<[1830.0, 1895.0]>",blue,15,1,
N. J. Benj,N. J. Benj,"<[1830.0, 1895.0]>",blue,15,1,
T. H. Henderson,T. H. Henderson,"<[1830.0, 1895.0]>",blue,15,1,
R H Johnson,R H Johnson,"<[1830.0, 1895.0]>",blue,15,1,
Van Hoosen,Van Hoosen,"<[1830.0, 1895.0]>",blue,15,1,
Henry H Garnet,Henry H Garnet,"<[1830.0, 1895.0]>",blue,15,1,
H Morton,H Morton,"<[1830.0, 1895.0]>",blue,15,1,
Geo W Gorden,Geo W Gorden,"<[1830.0, 1895.0]>",blue,15,1,
J H Davis,J H Davis,"<[1830.0, 1895.0]>",blue,15,1,
Van Wranken,Van Wranken,"<[1830.0, 1895.0]>",blue,15,1,
Hodges,Hodges,"<[1830.0, 1895.0]>",blue,15,3,
Moore,Moore,"<[1830.0, 1895.0]>",blue,13,4,
Wm Meads,Wm Meads,"<[1830.0, 1895.0]>",blue,15,1,
J B Webb,J B Webb,"<[1830.0, 1895.0]>",blue,15,1,
Benj Wheeden,Benj Wheeden,"<[1830.0, 1895.0]>",blue,15,1,
Saml Smith,Saml Smith,"<[1830.0, 1895.0]>",blue,15,1,
Thos Thomas,Thos Thomas,"<[1830.0, 1895.0]>",blue,15,1,
Meads,Meads,"<[1830.0, 1895.0]>",blue,15,1,
J Spence,J Spence,"<[1830.0, 1895.0]>",blue,15,1,
Morton,Morton,"<[1830.0, 1895.0]>",blue,15,1,
J H Henderson,J H Henderson,"<[1830.0, 1895.0]>",blue,15,1,
G W Gordon,G W Gordon,"<[1830.0, 1895.0]>",blue,15,1,
Samuei Smith,Samuei Smith,"<[1830.0, 1895.0]>",blue,15,1,
J W C Pennington,J W C Pennington,"<[1830.0, 1895.0]>",blue,15,1,
Harris,Harris,"<[1830.0, 1895.0]>",blue,25,16,
W W Brown,W W Brown,"<[1830.0, 1895.0]>",blue,15,1,
Hayden,Hayden,"<[1830.0, 1895.0]>",blue,11,4,
John C. Spence,John C. Spence,"<[1830.0, 1895.0]>",blue,15,1,
H. H. Gamet,H. H. Gamet,"<[1830.0, 1895.0]>",blue,15,1,
A. M. Sumner Cincinnati,A. M. Sumner Cincinnati,"<[1830.0, 1895.0]>",blue,15,1,
V. P. Pennington,V. P. Pennington,"<[1830.0, 1895.0]>",blue,15,1,
Suasian,Suasian,"<[1830.0, 1895.0]>",blue,15,1,
Spense,Spense,"<[1830.0, 1895.0]>",blue,15,1,
N. Y. Minutes,N. Y. Minutes,"<[1830.0, 1895.0]>",blue,15,1,
W. C.,W. C.,"<[1830.0, 1895.0]>",blue,15,1,
Garnett,Garnett,"<[1830.0, 1895.0]>",blue,23,5,
Lee,Lee,"<[1830.0, 1895.0]>",blue,15,2,
Lewis Putnam,Lewis Putnam,"<[1830.0, 1895.0]>",blue,15,1,
Spence,Spence,"<[1830.0, 1895.0]>",blue,18,2,
W. H. Topp,W. H. Topp,"<[1830.0, 1895.0]>",blue,17,3,
Horn,Horn,"<[1830.0, 1895.0]>",blue,5,2,
Andrew Purnell,Andrew Purnell,"<[1830.0, 1895.0]>",blue,15,1,
George B. Vachon,George B. Vachon,"<[1830.0, 1895.0]>",blue,15,1,
G. B. Wilson,G. B. Wilson,"<[1830.0, 1895.0]>",blue,15,1,
Peter Constantine,Peter Constantine,"<[1830.0, 1895.0]>",blue,15,1,
George Ennis,George Ennis,"<[1830.0, 1895.0]>",blue,15,1,
Peter Jallep,Peter Jallep,"<[1830.0, 1895.0]>",blue,15,1,
James Millington,James Millington,"<[1830.0, 1895.0]>",blue,15,1,
George Reily,George Reily,"<[1830.0, 1895.0]>",blue,15,1,
Robert Duaney,Robert Duaney,"<[1830.0, 1895.0]>",blue,15,1,
Randall D. Kenney,Randall D. Kenney,"<[1830.0, 1895.0]>",blue,15,1,
Alex. Theuy,Alex. Theuy,"<[1830.0, 1895.0]>",blue,15,1,
God,God,"<[1830.0, 1895.0]>",blue,15,3,
Gerrit Smith,Gerrit Smith,"<[1830.0, 1895.0]>",blue,15,9,
John C. Calhoun,John C. Calhoun,"<[1830.0, 1895.0]>",blue,15,3,
1848.OH-09.06.CLEV.txt,1848.OH-09.06.CLEV.txt,"<[1848.0, 1848.0]>",red,17,79,1848
John Dick,John Dick,"<[1830.0, 1895.0]>",blue,17,1,
William H. Burnham,William H. Burnham,"<[1830.0, 1895.0]>",blue,17,1,
C. H. Langston,C. H. Langston,"<[1830.0, 1895.0]>",blue,17,7,
L. Watson,L. Watson,"<[1830.0, 1895.0]>",blue,17,1,
J. Jones,J. Jones,"<[1830.0, 1895.0]>",blue,17,1,
William H. Day,William H. Day,"<[1830.0, 1895.0]>",blue,17,6,
Allen Jones,Allen Jones,"<[1830.0, 1895.0]>",blue,17,1,
Justin Holland,Justin Holland,"<[1830.0, 1895.0]>",blue,17,2,
C.H. Langston,C.H. Langston,"<[1830.0, 1895.0]>",blue,17,2,
Thomas Brown,Thomas Brown,"<[1830.0, 1895.0]>",blue,17,2,
J. L. Watson,J. L. Watson,"<[1830.0, 1895.0]>",blue,17,2,
Allan Jones,Allan Jones,"<[1830.0, 1895.0]>",blue,17,1,
Cox,Cox,"<[1830.0, 1895.0]>",blue,17,2,
Sayres,Sayres,"<[1830.0, 1895.0]>",blue,17,1,
Dayton,Dayton,"<[1830.0, 1895.0]>",blue,17,1,
Henry Lott,Henry Lott,"<[1830.0, 1895.0]>",blue,17,1,
Fitzgerald,Fitzgerald,"<[1830.0, 1895.0]>",blue,17,1,
J. M. Langston,J. M. Langston,"<[1830.0, 1895.0]>",blue,17,6,
Delany,Delany,"<[1830.0, 1895.0]>",blue,19,3,
W. H. Day,W. H. Day,"<[1830.0, 1895.0]>",blue,17,4,
Lyle Of N. Y.,Lyle Of N. Y.,"<[1830.0, 1895.0]>",blue,17,1,
J. D. Patterson,J. D. Patterson,"<[1830.0, 1895.0]>",blue,17,1,
John L. Watson,John L. Watson,"<[1830.0, 1895.0]>",blue,17,1,
Copeland,Copeland,"<[1830.0, 1895.0]>",blue,17,2,
Van Buren,Van Buren,"<[1830.0, 1895.0]>",blue,17,1,
Kenyon,Kenyon,"<[1830.0, 1895.0]>",blue,17,1,
Lightfoot,Lightfoot,"<[1830.0, 1895.0]>",blue,17,1,
Sabram Cox,Sabram Cox,"<[1830.0, 1895.0]>",blue,17,1,
Richard Copeland,Richard Copeland,"<[1830.0, 1895.0]>",blue,17,1,
W. B. Depp,W. B. Depp,"<[1830.0, 1895.0]>",blue,17,1,
H. G. Turner,H. G. Turner,"<[1830.0, 1895.0]>",blue,17,1,
William Ruth,William Ruth,"<[1830.0, 1895.0]>",blue,17,1,
C. W.,C. W.,"<[1830.0, 1895.0]>",blue,17,1,
Andrews,Andrews,"<[1830.0, 1895.0]>",blue,17,1,
Alexander Bowman,Alexander Bowman,"<[1830.0, 1895.0]>",blue,17,1,
J. Lott,J. Lott,"<[1830.0, 1895.0]>",blue,17,2,
O. D. O'Brien,O. D. O'Brien,"<[1830.0, 1895.0]>",blue,17,1,
Sanford,Sanford,"<[1830.0, 1895.0]>",blue,17,2,
John M. Sterling,John M. Sterling,"<[1830.0, 1895.0]>",blue,17,1,
Langston,Langston,"<[1830.0, 1895.0]>",blue,17,9,
Frederick Douglas,Frederick Douglas,"<[1830.0, 1895.0]>",blue,17,1,
N. Y. Charles H. Langston,N. Y. Charles H. Langston,"<[1830.0, 1895.0]>",blue,17,1,
George Day,George Day,"<[1830.0, 1895.0]>",blue,17,1,
Josiah Conville,Josiah Conville,"<[1830.0, 1895.0]>",blue,17,1,
Mason,Mason,"<[1830.0, 1895.0]>",blue,0,6,
Jefferson Fitzgerald,Jefferson Fitzgerald,"<[1830.0, 1895.0]>",blue,17,1,
W. L. Day,W. L. Day,"<[1830.0, 1895.0]>",blue,17,1,
H. Jenkins,H. Jenkins,"<[1830.0, 1895.0]>",blue,17,1,
H. Francis,H. Francis,"<[1830.0, 1895.0]>",blue,17,1,
1848.PA-12.13.HARR.txt,1848.PA-12.13.HARR.txt,"<[1848.0, 1848.0]>",red,4,156,1848
Isaiah C. Weir,Isaiah C. Weir,"<[1830.0, 1895.0]>",blue,4,1,
Dr. Peck,Dr. Peck,"<[1830.0, 1895.0]>",blue,4,1,
J. C. Bowers,J. C. Bowers,"<[1830.0, 1895.0]>",blue,4,2,
George W. Goines,George W. Goines,"<[1830.0, 1895.0]>",blue,4,2,
M.W. Gibbs,M.W. Gibbs,"<[1830.0, 1895.0]>",blue,4,1,
Samuel Van Brakle,Samuel Van Brakle,"<[1830.0, 1895.0]>",blue,4,2,
Abram D. Shadd,Abram D. Shadd,"<[1830.0, 1895.0]>",blue,4,1,
Benjamin Moore,Benjamin Moore,"<[1830.0, 1895.0]>",blue,4,1,
George Galbraith,George Galbraith,"<[1830.0, 1895.0]>",blue,4,1,
Francis A. Duterte,Francis A. Duterte,"<[1830.0, 1895.0]>",blue,4,2,
Joseph E. Gardner,Joseph E. Gardner,"<[1830.0, 1895.0]>",blue,4,1,
Joseph Murry,Joseph Murry,"<[1830.0, 1895.0]>",blue,4,1,
George C. Anderson,George C. Anderson,"<[1830.0, 1895.0]>",blue,4,1,
Daniel Williams,Daniel Williams,"<[1830.0, 1895.0]>",blue,22,3,
Wm. Webb,Wm. Webb,"<[1830.0, 1895.0]>",blue,4,1,
Edward Hawkins,Edward Hawkins,"<[1830.0, 1895.0]>",blue,4,1,
Joseph Johnson,Joseph Johnson,"<[1830.0, 1895.0]>",blue,4,1,
Jacob Stratton,Jacob Stratton,"<[1830.0, 1895.0]>",blue,4,1,
Joseph St. Clair,Joseph St. Clair,"<[1830.0, 1895.0]>",blue,4,1,
John N. Bond,John N. Bond,"<[1830.0, 1895.0]>",blue,4,1,
Charles E. Clayton,Charles E. Clayton,"<[1830.0, 1895.0]>",blue,4,1,
Wm. Thomson,Wm. Thomson,"<[1830.0, 1895.0]>",blue,4,1,
John Wolf,John Wolf,"<[1830.0, 1895.0]>",blue,4,1,
Henry H. Price,Henry H. Price,"<[1830.0, 1895.0]>",blue,4,1,
John F. Williams,John F. Williams,"<[1830.0, 1895.0]>",blue,4,2,
Thomas Earley,Thomas Earley,"<[1830.0, 1895.0]>",blue,4,1,
John Gray,John Gray,"<[1830.0, 1895.0]>",blue,4,1,
Andrew Gorden,Andrew Gorden,"<[1830.0, 1895.0]>",blue,4,1,
William Spence,William Spence,"<[1830.0, 1895.0]>",blue,4,1,
Joseph Popel,Joseph Popel,"<[1830.0, 1895.0]>",blue,4,1,
Charles I. Dorris,Charles I. Dorris,"<[1830.0, 1895.0]>",blue,4,1,
Edward Thomason,Edward Thomason,"<[1830.0, 1895.0]>",blue,4,1,
George Adley,George Adley,"<[1830.0, 1895.0]>",blue,4,1,
Richard C. Brown,Richard C. Brown,"<[1830.0, 1895.0]>",blue,4,1,
James Popel,James Popel,"<[1830.0, 1895.0]>",blue,4,1,
James Reese,James Reese,"<[1830.0, 1895.0]>",blue,4,1,
Wm. H. Davis,Wm. H. Davis,"<[1830.0, 1895.0]>",blue,4,1,
Charles L. Robertson,Charles L. Robertson,"<[1830.0, 1895.0]>",blue,4,1,
Daniel Jackson,Daniel Jackson,"<[1830.0, 1895.0]>",blue,4,1,
Valentine Brown,Valentine Brown,"<[1830.0, 1895.0]>",blue,4,1,
Nelson H. Turpen,Nelson H. Turpen,"<[1830.0, 1895.0]>",blue,4,1,
Jesse Bolden,Jesse Bolden,"<[1830.0, 1895.0]>",blue,4,2,
Isaac J. Dickson,Isaac J. Dickson,"<[1830.0, 1895.0]>",blue,4,1,
Samuel Molston,Samuel Molston,"<[1830.0, 1895.0]>",blue,4,1,
