label,x_val,y_val
Hartranft,-3.05699,-55.2913
Allan Jones,17.8953,-39.8628
James Howard,50.2082,31.8753
J. D. Kennedy,39.0205,-15.3353
W.F. Johnson,-36.9573,-6.70182
B. R. Taylor,42.3247,-22.3565
James H. Fountain,-26.6266,-17.0892
W. A. Henderson,38.4013,-20.5907
Richard Johnson,-15.2522,38.7743
W. R. Jamesison,16.5757,15.5345
D. S. Bruce,18.4159,-52.3599
A. Flinn,34.8448,-54.3607
James Sernby,18.2658,68.6588
J. Davis,11.2751,-13.5212
Henry Lynn,37.8373,14.2545
Anderson Morris,47.32,1.27214
Michael Servetus,-17.3467,33.4548
Yiester,-0.91929,-56.3041
E. Davis,24.7911,-62.0589
J. H. Bufford,40.1955,-21.4099
Sara G. Staley,35.1611,-54.068
Madison J. Lightfoot,46.4521,-39.1084
Enoch Gilchrist,-0.185626,26.9619
P. Morgan,26.9885,-60.5721
J. W. Guy,4.83848,-80.5421
Ezra R. Johnson,-24.5186,-18.1257
Roger Sherman Baldwin,26.2283,-59.7601
B. Weeden,-57.8527,0.217062
J - Mccrummell,-31.3724,14.6119
Jonathan C. Gibbs,-25.3256,-33.8449
Isaiah Ware,-15.0773,33.5937
B. H. Grimes,18.9628,15.7974
F. D. Morton,44.8852,-18.7073
Amos G Beman,-54.7707,0.343144
Edward Hawkins,-15.3548,33.3834
1857.IA-01.05.MUSC.txt,2.65662,-77.6208
James D. Knight,-17.5492,34.4288
James C. Matthews,1.92395,54.6546
Kent,20.9142,-58.8128
William Custis,-30.07,15.6784
George Duvall,32.7974,33.8549
William R. Smith,-16.9681,-77.4869
Elbert Head,41.8273,-19.4569
Perry Mathews,41.2225,-15.1166
George Butler,-24.4652,-42.544
James W. Duffin,-34.6138,-20.8612
Jeffrey Van Clief,-44.7328,-31.7787
Levi Mitchell,47.1102,2.2036
Hunterdon,17.7654,69.7967
Howard Day,-17.898,-39.6272
Garfield,-1.49152,-50.242
P. H. Clark,-20.9456,-48.03
Adam S. Driver,-29.9344,14.3227
H.H. Trumbo,36.8257,11.6216
M. A. Jordan,18.4301,15.1672
Alex. Ferguson,50.9541,26.4717
G.B. Wilson,-57.5674,-0.453807
W. Lee,25.91,48.7207
Stollz,-8.59589,9.65283
H. C Hayden,47.0072,1.39453
H. Ogdeu,0.955562,58.1565
Gurley,-19.0136,63.3703
John R. Gove,12.9253,-28.0367
Sam Prince,16.8393,15.5172
F. B. Antoine,39.8827,-17.6653
Messrs. J. J. Moore,25.3493,49.941
Weeden,-58.0089,0.722601
Cawthorn,11.5995,-26.3955
Nelson Walker,65.4922,1.46526
Samuel Williams,-31.3045,12.4874
Jason,27.8747,-45.4651
James M. Fells,-35.7258,36.9065
Leverett C. Beman,-14.6872,11.4389
A. T. Augusta,43.0029,-18.135
Samuels,18.9867,-5.25503
John Nelson Still,-38.8334,-7.42193
Josiah Conville,17.4746,-40.0163
Gooch,45.1116,-24.3558
W. H. Green,16.8457,18.1124
J. J. Bird,45.0965,-20.8999
James Cochran,-22.7124,-43.3159
Bennet Johnson,11.184,-12.8436
Sharpe,-24.5855,-18.5402
Magee,18.5275,-5.52019
D. Goodley,-6.4017,-13.7551
B. E. Heathcock,18.691,-52.7648
M. Singleton,-1.26439,26.0152
Lewis Gardiner,-12.8759,67.6963
Wylie,36.407,-22.8524
Wm. Thomson,-14.3337,33.0156
J.B. Clarke,-58.3714,22.3405
N. E. Miller,16.2338,15.881
George W. Goines,-17.2579,28.5143
O. W. Landry,16.0828,16.7066
Hunt,-4.04592,-52.7259
Charles Williamson,-16.6376,-62.9104
F. Delany,47.1693,-38.852
Mclean,-17.2039,-77.5897
John A. Andrew,-18.7758,-38.4108
Uriah W. R. Pelham,-56.7956,22.3445
S. N. Davis,-23.9195,-17.9131
Albert H. Hall,-34.9316,37.5314
John E. Moore,-36.3047,35.9998
Messrs Bibb,-7.21292,-14.1241
H. L. Barnes,12.1865,-14.292
Bartholomew,2.35783,-55.0482
Jeremiah Granderson,-1.78019,25.8627
B. Hyer,53.8547,30.3124
D. Mathews,6.47956,-63.174
Travis,19.8199,18.2447
F. F. Conway,-8.57848,-63.8679
James Frazer,0.773659,57.4204
Rueben Barret,-32.3805,34.1698
Cyrus P. Grosvenor,-17.0015,-77.1982
Copartnerships,-29.162,16.7426
J. Barber,4.37115,-80.0477
T. Coxsin,-22.8505,56.8353
David Thomas,-43.6171,-29.2365
1863.KS-10.13.LEAV.txt,27.0939,-43.4599
Strader Trumbo,38.9856,12.469
W. M. Dunkens,17.8937,19.006
L. Watson,17.7435,-40.0066
Benjamin Wright,47.6577,1.78235
O.L.C. Hughes,-0.548647,25.1726
Evans,18.7441,-52.628
Charles Ferrel,19.276,16.3842
Sutter,30.5156,43.088
A. Thompson,19.1606,19.1456
James Crowders,36.5985,12.0293
Benjamin Tilmon,18.111,69.1769
John Arnold,-4.43771,69.8221
C. L. Holmes,3.81885,-79.9548
N. W. Cuney,27.2847,-16.1418
Ralph Randolph Gurley,-37.3377,-7.21474
Wm. E. Welch,-1.34921,27.6024
R. Williams,27.3187,-44.2163
A. Burgeois,40.7658,-23.6754
Garmit,-24.2606,-19.4977
Henry Drayton,-9.21058,48.5653
Ralph Harden,-33.3529,37.4374
Samuei Smith,-55.7578,-1.15395
Joseph Gilbert,-23.0742,56.9113
Henry Davis,-56.1396,24.3239
Slambie,-11.1866,11.3974
Ruffin,-7.26022,-47.0672
Willy,2.24671,0.694984
E. Wilkerson,18.8979,-5.70225
Isaiah Wears,-32.1615,37.3848
James Schemeohorn,-23.8985,-39.5983
W. W. Matthews,-26.2456,-19.2759
Videl,-57.2023,-18.3343
Jeremiah King,33.1877,33.6202
Cushing,44.6679,-21.726
George C. Willis,-6.87058,64.6594
Duncan,-12.7621,67.664
Thomas Harris,25.8686,-60.2144
T. S. Stewart,68.4476,1.78266
Henry Ogden,-5.34782,53.1132
N. J.,-1.286,53.2173
J W. H. Newby,51.9148,27.6398
J. H. Wood,37.9675,-17.6702
Jesse Henderson,6.76553,-63.1864
Yancy,25.0416,-59.8548
J. H. Garnett,17.6173,16.7073
Read,-7.2524,-47.0378
W. T. Mccall,15.0967,14.2815
William C. West,-4.21404,69.3719
George E. Pugh,18.3823,-52.7544
Bleby,-20.251,-2.83871
James Hall,-57.9026,-21.1202
M. Halowa,4.52873,-79.8268
Frederick -Rsb- Douglass,33.4492,33.5583
S. H. Gloucester,0.334705,58.1162
Francis Reinear,18.4296,69.1663
Lynch,40.0305,-17.9958
William Walden,21.6203,-54.9713
Cunandaigua,-22.3476,-43.8527
J. W. H. Newby,53.8785,29.344
J. C. Wears,-30.4676,12.3973
Robert J. Taylor,2.17886,56.2505
Robert Henson,-22.1449,56.1734
J. H. Kagi,10.3052,38.9834
Charles W. Hall,52.1489,30.9492
J W C Pennington,-53.5038,0.868417
Clinton,-42.4878,-25.3176
A. Collins,48.9444,29.0459
Ulysses B. Vidal,-28.2693,17.0956
Elijah P. Lovejoy,47.0056,-38.4938
A. Talbot,2.61894,0.148115
Armstead Boyd,63.7581,3.53228
O. D. Jenkins,-22.4798,-19.9543
Amos H. Johnson,18.0704,68.9421
Wallace Sinthorn,36.6019,13.0423
R. B. Smith,19.8486,17.524
E. J. Conrad,66.0107,1.36637
Samuel B Hyers,-55.6666,0.760362
C. Matthews,-22.2673,57.5429
E. C. Freeman,-57.5378,24.5903
H.H. Garnett,-59.7276,-18.1236
J. Poindexter,29.2402,-49.8422
N. J. Henry Bibb,-56.1191,24.951
Lewis Shepherd,4.51036,0.365908
John Springsteal,-44.5163,-29.6923
Jp Campbell,-6.81515,-15.6272
John Freeman,21.0853,44.6193
Edward Shaw,64.9175,-0.230861
D. A. Payne,-32.1332,36.3405
Lynn,6.73867,-62.9458
Lewis Jones,-52.5386,-20.172
F. Olney,-40.5304,-22.2083
William H. Hall,50.4807,27.9465
Cerro Gordo,-15.3884,33.8024
George Milburn,-34.5473,36.2354
A.W. Niles,6.39455,-1.88218
J. Crawford,-45.6848,-32.2528
W. H. Nicholl,43.0036,-20.2516
Alex Crummell,-43.8054,-19.2528
A. C. Wilder,6.57141,-63.1885
Adam,43.3272,-14.1206
E. H. Anderson,41.9492,-18.949
Dennison,-12.6081,51.2654
Charles Jackson,-2.23054,-70.0264
Wandell,-43.6266,-30.4656
Alexander Smith,10.6571,-11.6279
S. G. Gould,17.7442,69.6129
R.P.G. Wright,-50.2789,-20.5357
Elliot Cresson,0.697936,57.4156
Galloway,21.7392,-60.299
1866.KS-10.17.LAWR.txt,45.8886,2.63481
James Mccrummill,-29.9591,15.6363
Ransom F. Wake,-0.585792,58.0439
J. G. Wilson,32.2809,34.3314
John G. Wolf,-17.3005,35.5055
J. H. Malvin,-23.2555,-19.288
J.H. Jenkins,30.6069,-1.521
Newman,-26.6226,-41.7651
D. Anderson,63.6536,1.46759
James Youngs,-37.7418,-6.57237
Stanton,-37.2762,-8.22836
Robert H. Johnson,-56.4959,-18.2584
Thomas H. Perkins,-19.7841,-2.89084
R. G. Walker,-7.27618,-47.136
Enoch Moore,-50.8166,-0.198127
D. E. Asbury,39.618,-15.8558
H. Smothers,-57.7147,-18.0883
Marquis De Lafayette,-37.3047,-7.43434
Franklin Pierce,17.7231,-7.62963
A. M. Sumner Cincinnati,-54.6679,-0.764778
Robert Caldwell,-6.84482,-45.9614
J Spence,-55.8675,0.371515
Richard Nelson,-8.56989,-63.8645
J P Campbell,-6.55837,-15.6425
Charles Butler,-12.102,64.7123
Benjamin B. Moore,-29.1475,14.5731
Simon Daniels,37.7197,-19.7212
H. C. Hayden,47.2214,2.03814
W. J. Stephens,20.9935,16.318
Francis,-60.2455,21.6885
H. Grey,-7.34086,-15.5142
Bishop Miles,41.2504,-17.1743
Hiram Johnson,-37.9183,-9.45686
Samuel Allen,16.8751,69.6229
Tipton,3.78434,-80.416
Amador,30.5469,43.0774
T. Pollock,-24.0595,-16.6863
Thomas Green,-12.155,64.655
E.B. Dunlap,-23.2109,-17.2253
David Pickett,-0.249243,-63.6067
Messr,-8.72287,-30.7959
Edmonson,-16.8613,-76.8134
Thomas Richardson,40.1756,-13.113
Burley Jones,40.4722,-18.5533
Noyes,21.3953,-60.2135
A. Derrick,47.7864,-39.3959
Anderson,32.5975,43.3255
J. E. Hugard,4.52723,-80.0931
W. S. Alexander,41.0555,-17.3983
Schuyler,-15.5612,64.8154
1866.MD-01.01.BALT.txt,0.454706,-57.405
Abraham Lewis,-12.0657,64.6436
Nathaniel Holland Danbury,-55.9049,24.7378
L. Overton,17.579,-5.52291
Alexander Crummell,-44.6155,-20.2182
S. E Hardy,45.7893,-20.4544
Horace Maynard,65.5534,0.228201
F. W. Gross,16.2835,16.4169
G. R. Symes,54.3857,28.7171
T. S. Carter,4.62342,-81.2739
L. Boyd,37.9042,-23.9742
H. Thomas,38.8216,-23.3836
H. W. Ward,43.1953,-20.2597
Jay,-11.7832,11.1907
B.F. Young,-5.31937,-13.9447
Fred ' K Douglass,-21.9941,-39.5552
W. E. Miller,15.3344,18.2613
W. F. Yeardlev,39.215,-19.8045
Henry C,-32.5884,37.049
Ross,-12.3381,31.4051
Wm. Walden,34.8292,-54.5736
Dobbins,10.8379,-14.2544
Wm. T. Barks,-0.310158,27.6594
Wm. Wilson,-11.1001,9.08799
H Morton,-56.9371,-0.0392868
D. S. Brandon,43.9545,-24.5236
Wm W. Brown,-55.904,1.24934
Propontis,-10.9749,10.1514
Timothy Seaman,-43.8649,-29.7183
T.W. Henderson,42.0865,-19.3725
R. Cowley,0.273289,57.8977
1850.ME-10.20.PORT.txt,-1.89573,-61.2573
D. W. Wilson,16.951,19.5007
Rhodes,47.7338,-38.9444
B. Vashon,-4.8228,27.7102
George Milbern,-35.1086,37.1712
William D. Matthews,34.0366,-0.616742
J. C. Corbin,42.3822,-21.5493
Isaac Holler,10.9633,39.3297
Spywood,-53.1362,25.0344
W. F. Yardley,70.2152,0.662611
James Sharpe,-24.6892,-17.3757
James J. G. Bias,-54.0736,7.08758
George Moore,47.3656,0.941541
Robinson,15.5039,-8.16657
M. S. Hayne,53.6505,28.1749
Posey,-60.0464,23.5805
N. Of N. H. 1.00,-57.2804,23.9645
Charles Van Hoosen,-54.1272,1.16616
James E. Cornish,-22.4999,55.6392
W. T. Catto,0.508125,-52.4183
Robert Harlan,37.8285,-19.8819
B. G. Booth,42.9877,-14.4429
L. Remond,-21.6981,-12.899
Grimes,-6.57194,-45.3149
R. H. Wilkerson,18.9195,17.0845
Booress,-8.82983,11.2205
George Haggimore,-57.3093,0.865707
W. F. Johnson,-38.113,-8.84729
Marie Sharkle,18.1516,13.0371
R. Lawton,41.1183,-17.9848
Richard Voluntine,-9.78589,47.6551
J. T. Hilton,-24.6081,-17.0144
Linn,-2.23885,-70.0824
Pugh,18.8141,-52.5504
Millard Fillmore,24.4015,49.6373
James H. Gardner,-55.7949,1.43357
Abraham D. Shadd,-27.0112,35.6325
Caroline Brown,-16.7496,-76.2944
H.R. Thomas,-7.64628,-15.216
Respeetfully,3.52057,-0.228971
Jos. Cassy,-31.9358,37.849
Rob,-1.56455,64.1495
Benjamin Paschall,-4.35971,69.7738
Jackson,5.90326,-58.9448
Wm H Topp,-5.71878,-13.1409
Isaac J. White,-34.2221,33.6587
Henry Brister,-54.0798,-0.443213
Charles Shorts,-4.47974,69.8286
Thomas H. Ringgold,1.54426,-37.1983
H. Burch,37.6354,-22.8949
James M. Oliver,24.3118,48.7805
Thomas J. White,-31.0887,14.1423
Geger,4.34845,0.803673
R. Purvis,0.595406,56.6418
1852.MD-07.27.BALT.txt,3.35616,2.80064
G. Maner,30.4475,-1.68678
J. E. Brown,47.5777,29.9236
R.P. Hill,31.6942,-1.77181
Henry Thomson,-12.7425,67.8638
T. Y. Mason,12.0007,-13.6926
E. W. Parker,28.6366,49.1621
Ruth,-8.57824,-63.8721
John Quincy Adams,-32.0716,-6.66428
Jackson Pike,18.7381,-52.669
Samuel Lawyer,-56.9949,-18.0281
P. W. Cassey,26.1721,49.8494
John Mercer Langston,24.5377,-48.7774
J. C. Morel,-21.6483,-17.7292
N. H. Hathaway,19.6387,18.2051
Kennedy,-22.9547,56.2132
Stephen Myres,-6.30569,6.44612
O. Mifflin,-0.553008,-59.4248
R. Thompson,-58.301,-18.2525
Thomas D. Coxsin,-22.5628,56.5543
Kennady,-32.8804,35.3948
Weare,67.6932,3.22264
D. K. Mcdonough,-8.85431,-30.4634
Dod,-24.4804,-19.1846
W.H. Ashe,38.73,-23.5236
A. M. Taylor,27.8881,-45.2129
James Wilkins,-12.6983,67.5618
Savior,-9.6252,9.48533
R. A. Wm. H. Yates,26.5057,48.6887
F. O. Richardson,21.1827,17.7053
F. C. Rutherford,18.6804,15.7912
W. Copeland,28.2379,-44.6611
Cary,18.9226,-5.86485
Van Brackle,-27.7662,37.1267
J. M. Flowers,49.4904,28.0736
H. W. Watkins,35.8665,-15.3388
N. Jersey,-37.1654,32.4631
Burrell Atchison,6.44237,-63.3205
P. Farnum,-57.0842,0.468274
Peter H. Clark,-20.9088,-48.1454
W. J. Hodge,-29.3172,16.5937
H. Hatton,1.15782,-37.4891
Adam Ray,-12.1052,64.6651
Bowen,-37.963,4.41861
New-Haven,-9.18994,62.4725
John Siggs,4.10035,2.03594
J. Granbia,-22.7169,-18.9057
Willian Johnson,10.3685,-13.33
Peter A. Jay,-10.233,10.6634
Edward Crosberry,-28.6746,16.0644
George Reynolds,35.017,-53.9553
Whitfield,19.2235,-49.6536
F. W. B. Grinnage,27.0989,49.5486
Albert Vaniel,32.6472,34.2799
Wm. Nesbit,0.328698,-57.732
Stephen Colwell,31.1963,-1.33525
Henry A. Thompson,-34.9631,16.8032
Robert Butler,-44.2141,-32.9023
J. A. Chancellor,18.2235,-52.6126
Jeremiah Sanderson,1.38507,-37.4543
William R. Decorderer,-32.0433,14.7861
William Queen,-44.2344,-27.7998
J. W. Scott,6.44691,-63.3182
Jacob Sinclair,51.5308,28.2883
Clapp,13.0814,-27.9571
Edward Hatton,33.0905,34.2756
Nathan Pointer,54.2915,27.7401
Isaac Triplet,33.2234,33.7844
Haynes,51.7483,30.3274
Charles P. Tidd,11.3077,38.1438
Moses F. Van Leer,-43.0714,-29.2173
Nathan Blount,-9.73069,47.7346
W.H. Holmes,49.616,30.1708
Myres,2.62301,2.2777
J. H. Crawford,16.9016,16.1152
Fuller,-29.375,14.4488
John W. Forney,-1.44076,28.7928
Edward Johnson,-4.40189,69.672
John Hill,2.92625,0.575384
Jacob Thomas,-23.7935,-42.2034
W. P. Mcintosh,-25.7479,-20.2961
1844.NY-09.18.SCHE-Report.txt,-56.0044,-16.8594
George Dover,-22.1178,-44.3537
Samuel G. Mathews,-12.0499,64.591
Wm. Marten,-17.3579,34.2158
J. W. Williams,-38.5842,-7.10596
W. H. Young,-7.91583,-54.9651
Rousey,38.8663,11.8202
J. B. Sanderson,37.701,39.4241
T. Richardson,39.1386,-21.4963
William Still,-28.3633,18.6995
Charles C. Seth,-55.8788,2.35554
P.W. Ray,-24.0875,-40.3714
Joseph C. Moore,-16.4235,32.8773
Daniel Mahoney,33.2245,33.923
Smithea,32.0684,34.2801
Wiliam S. Baltimore,-55.4564,-0.453767
Lewis Hartless,0.654805,26.8446
Rush,-10.0398,48.2456
S. R. Ward,-39.9795,-12.9037
Wm. H. Miles,41.31,-18.7692
T. Watkins,-34.7745,39.1033
G. F. Fletcher,52.4777,29.7049
Alfred M. Ellsworth,10.4104,39.2072
John Butler,31.8613,32.4845
Jehiel C. Beman,-55.6336,19.4731
M.E. Wolf,-0.193924,25.8611
Woolsey,-8.20385,-54.7782
A. B. Slater,-8.8167,-30.379
C. L. Reason,-41.488,-21.5371
J. Madison Bell,25.5756,48.044
W. S. Williamson,66.3014,1.29144
George W. Clark,-10.0536,13.115
Jacob Dickson,3.13081,0.837867
W. N. Johnson,6.55759,-62.9859
Wm H. Topp,-41.8652,-5.52737
J. H. Ingraham,-23.8964,-43.6485
P. L. Hickman,27.7255,48.0827
Benjamin Freeman,-31.5441,38.416
N. Orleans,-21.8837,-40.8094
Ulyssis R Videl,-57.8055,-19.4324
Paschal,-21.3126,56.4205
Thomas Thomas,-55.8583,-0.324579
Wm. Crocker,5.98339,-50.336
James Pennington,-12.1087,64.7027
G.H. Baltimore,-39.2857,-21.279
Nicholas,37.013,-18.0889
Herodotus,47.8149,-38.5814
R. F. Boyd,45.7294,-23.7771
J. D. Pattison,26.9448,-45.2349
Van Bracle,-34.4163,35.0305
Lewis Gaul,-19.3743,-2.55042
R. C. Huntington,-56.615,23.5538
M. E. Church,38.403,-13.5388
Henry J. Garnett,31.0586,-1.93881
Weaver,-22.4798,-42.3252
J. W. Peyton,66.6462,3.27114
Thomas M. Kinnard,11.5094,38.4653
B. F. Williams,44.5085,-16.1732
T.J. Bingham,-0.115298,26.508
J. Siggs,3.27293,-0.760781
T. Gould,18.0579,69.6451
St. Paul,45.8578,-20.2008
Pelman M. Williams,-58.5099,25.7488
Edwin D. Morgan,-34.5202,-8.22969
Geo W Gordon,-56.4456,2.89339
Samuel Randles,65.1494,3.03804
N. H. Smith,18.9553,19.4309
Clarence P. Selden,-58.6309,-18.3664
Morris Henderson,-24.3535,-44.8273
James King Of Wm.,50.9105,30.7868
D. Roberts,26.8895,-44.8101
Shipley,-12.7282,67.5508
H Ringgold,1.50679,-37.2999
G. Mcfarland,37.9872,-17.5863
J. W. Duffins,-9.05975,-30.5652
E. Spencer,2.2587,1.53136
Nathanael Greene,46.3123,-39.1035
E. V. Clark,-30.0817,9.14284
Octavius V. Catto,-29.0391,-36.3489
W. Forney,46.139,-19.2389
George Hooper,0.0033723,24.9898
Junius Of Lord Granville,-37.7102,4.74521
Anne V. Adams,-16.551,-77.4658
Richard Jones,0.429945,26.3354
S. C. Upshaw,45.8313,-21.5076
A. Outley,-23.3691,-19.704
S. D. Wheeler,4.01588,-80.6209
Manuel,-5.399,53.1118
Ray,-49.4191,-19.8832
George Davis,-36.7862,35.6639
H.H. Garnet,-51.7217,-23.4285
P.B.S. Pinchback,45.7129,-17.4641
John Chinaman,43.7481,-16.7263
Alexander Theily,-42.8799,-29.5131
Huntingdon,-3.11976,26.3308
W.J. Watkins,-14.539,-55.8108
Ephraim Lawson,-16.616,-62.7778
Benjamin Franklin,49.3224,30.54
Nicholas Hemous,-57.6454,-18.3466
R. D. Campbell,66.4407,1.9652
A.H. Francis,-33.7821,-20.9027
M. S. Jackson,2.93319,0.0585191
W. P. Ryder,38.4678,-17.8033
Hale,-8.74946,12.4423
J. S. Skipworth,4.27505,-80.04
Starkey,25.6562,48.7528
Peter Spencer,-12.1858,64.5388
Blanks,2.4392,-54.9308
J. W. Adams,-32.681,36.5091
J. H. S. Gaines,15.3682,15.3678
B. J. Crampton,38.9169,12.4769
John Allen,-4.41175,69.533
C. H. Langston,25.9228,-50.7743
W. C. Gardner,-36.8842,-8.29375
Levi Day,25.8639,-60.6958
Singleton Jones,-22.929,-40.9619
Schiller,27.8701,48.039
David A,45.8164,-21.7053
Howard,50.7767,26.0235
George Mott,-56.1823,-18.6378
W. B. Ferguson,34.7117,-54.3659
Leonard A. Williams,-14.2257,34.2109
Henry Bibb,-1.80005,-15.4247
Joseph Cassey,-15.5263,64.8191
Stephen Wright,-57.952,22.8904
Charles A. Yancy Esq.,25.8046,-59.1799
Belshazzar,-37.336,-8.38922
Nelson Turpin,-15.4848,31.8625
P. Williams,53.2884,28.6101
W. Whipper,-32.4505,40.9541
J. Bass,5.32098,-79.5878
James R. Starkey,33.3122,33.2559
Shepherd,37.8373,13.1409
Horace B. Smith,-8.49118,9.86558
Maggie Ropen,15.3439,16.8343
Isaac Swett,12.6171,-27.8125
Kane,13.8325,-7.1649
Charles H. Lanston,-0.236132,-63.5993
Uncle Robert,-38.6251,4.70555
Wright,-34.7174,-10.7133
Kaufman,15.3179,15.4509
U. D. Harris,34.9102,-54.4773
M. Miner,-42.6017,-30.2279
Knight,33.5571,35.1271
William H. Seward,20.6879,-60.7388
J.C. Bustill,2.63455,26.1819
Francis Clough,1.12958,-37.3931
A. B. Miller,14.4853,17.0433
Charles Miner,5.84005,-58.9694
George W. Perkins,41.9563,-17.3069
A. J. Smith,10.7156,38.2871
1856.CA-12.09.SACR.txt,48.6856,31.7986
B. Henderson,15.0054,-9.05345
T. H. Taylor,18.1459,15.9583
Hoy,-2.64208,-58.068
J. Pindell,27.7386,48.9354
C. Ross,27.8916,-45.2441
L.A. Grimes,-19.9445,-2.46421
Benjamin Cutter,-54.653,2.17866
Wm. Stewart,37.232,-18.5069
Peneton,-19.4801,-2.44493
D. H. Smith,13.5735,16.5793
H. Topp,-41.1941,-5.4557
Frederick K. Waldren,18.7793,-5.38522
William Meads,-57.3116,1.96887
James H. Wilson,-24.2092,15.4468
J.J. Moore,54.9179,26.2505
J. D. Lewis,39.8305,-19.6348
David Lewis,39.1495,36.8059
James Mc Crummell,-9.81962,47.9106
Simeon S. Jocelyn,-5.72415,59.3962
Isaac Cross,-14.6988,11.4415
A. J. Scott,34.8411,-53.9537
G. Kelpher,-2.21696,-70.1815
James Collins,-37.3883,4.37267
Nathan Johnson,-4.75308,50.7328
C.H. Vance,-2.56857,25.8441
Cooper,-26.5587,17.5055
John Lockwood,64.4788,1.54201
Wm. S. Thomas,-23.0201,56.5972
George Allen,-20.1247,-2.70584
Matthew G. Lary,-33.4555,34.3316
G. W. Johnson,-16.0946,-77.4047
C. Morton,-39.2979,-21.2839
Perry,-37.8477,-24.9414
E. K. Spence,66.1351,3.52327
R. Francis,-28.8796,-19.0868
John Wandell,-57.4156,-18.4328
Peter Lester,-17.5024,33.4233
James H. Lane,6.59012,-63.2178
Frederick,-16.5618,-62.9408
W. H. Smith,15.359,17.8137
Wagoner,11.408,-12.3599
L. Tillman,-10.7287,11.972
Richard Howell,-7.51189,67.4664
Joseph Roxbury,-23.988,-18.4404
Franklin,-13.8254,29.8283
John C. Calhoun,-58.6613,3.16441
George Gilmore,1.3891,-37.1344
George Tankesley,37.273,11.9615
William Wallace16,-19.737,-2.78724
J. White,-0.495155,-59.4165
Bates,-21.1415,-34.0557
Wm.,2.39707,-55.1375
John Galley,31.6754,34.7868
J.T. Rapier,48.6205,-12.7596
F. Gray,20.1385,14.4901
S. P. Dole,-7.64651,-59.8908
Allen E. Graham,-0.533604,-59.4166
W. G. Hudson,-7.26732,-47.075
Mccaleb,-8.57101,-63.8698
H. Ford Douglass,27.0814,-54.7864
S. Sparrow,11.0761,-13.904
John Milton,-55.6338,24.2411
Peter G. Smith,-56.2813,2.21968
Thomas Hickerson,10.7478,39.2897
Benj,-35.1248,30.9016
Jesse White,-0.536705,-59.4274
H. Granger,-45.6803,-29.8704
Wm. R. Thompson,-42.0462,-29.7273
George W. Johnson,-27.0009,-43.3289
Henry Brown,-11.0217,47.3053
T. L. Carter,4.03378,-81.2198
John P. Anthony,-40.8861,-23.5942
Bowers,-18.5973,28.9266
W.C. Nell,-20.1556,-2.11829
G.M. Arnold,31.5843,-1.89038
Samuel Hiner,-9.03225,62.6429
Griffin,1.65905,0.396369
G. Washington,-0.953472,25.1216
J. W. B. Smith,-8.88576,-30.4028
C. O. H. Thomas,40.3369,-23.7863
Cora E. Moore,15.77,19.2884
Samuel Kunee,36.4662,38.9453
Smithie,-34.4864,36.3038
Gordon,53.4477,22.8452
Levin Smith,-59.4886,24.1569
Thomas C. Burton,-29.8493,13.2529
J. C. Matthews,43.3683,-17.7231
Wm. H. Sumner,-32.9917,34.5073
W.H. Hall,25.6425,50.6595
George B. Wilson,-54.1839,1.1405
Aaron L. Still,-26.437,14.6812
David Hollins,-6.77827,-14.6288
James F. Murray,-31.3698,-36.0557
A. Bolin,5.98421,-50.3346
G. W. Lanier,64.6914,2.41133
V.,-4.368,-62.5288
John T. Carter,4.47025,-0.0848499
Moses Broyals,1.55336,-59.0008
H. H. Ford,25.6814,-60.6846
W.H. Smallwood,11.6025,-13.5176
James N. Hayne,40.8198,-20.0081
G. W. Braxdall,39.0672,-18.4496
Shadd,-27.0236,34.9511
L.T. Kenner,41.9104,-14.0713
Hatfield,54.4334,28.6052
Allen Cooper,38.5121,11.4214
Abraham Lincoln,70.2473,0.659723
Francis J. Peck,-22.9283,-42.5664
Martin R. Delany,-17.0592,32.2034
W. H. Harper,31.5064,46.5904
Gideon Lewis,-37.1292,32.493
A. G. Dennison,50.3656,29.2349
Andrew Gorden,-16.7622,33.8804
Wm. T. Catto,-16.2456,35.054
William Nesbitt,-21.8429,-38.8179
Calvin,38.2343,-16.8793
Hays,14.1357,15.9975
J. M. Shelton,66.8947,0.109104
1865.NC-09.29.RALE.02.txt,4.11442,-67.3654
P. Hoyt,47.3252,-39.3246
J. E. O'Hara,-7.95119,-54.9644
J.F. Crozier,-8.57275,-63.8654
Y. E. Anderson,3.92427,-80.2052
M. R Johnson,66.1662,3.01755
1859.IN-01.25.INDI.txt,2.19386,-57.6371
Whipper,-11.5042,60.253
D. Mahoney,33.7523,34.2902
Xxiii,11.4401,-14.1804
Hosea Easton,-6.0485,59.3486
I. B. Scott,13.2516,16.479
P.B. Eddy,-33.0433,34.9999
Burgess,5.86487,-58.9592
James Ball,3.9886,1.05917
Jackson Johnson,46.6224,2.14063
M. Thompson,-43.2506,-28.7298
C. H. Barker,-3.04345,-55.2406
J. C. Beman,-35.2166,16.8815
John Robertson,1.95238,59.132
Ezekiel George,-52.5588,-20.1557
N. Thatcher,-57.4613,21.8187
James Newman,-4.50998,69.7331
Nelson H. Turpen,-17.4067,33.4589
George B. Grill,10.8031,38.685
Paschal B. Randolph,-25.5767,-41.3301
F. B. S. Pinchback,40.3455,-18.0587
John Malvin,-20.9458,-48.0283
N. W.Jones,-25.4502,-17.8495
